Node Type,Node,Node Interface,Peer Type,Peer Node,Peer Interface,Node Interface Enabled
spine,ismdc1sp02a,Ethernet18/1,l3leaf,DC1-CL16,Ethernet50/1,True
spine,ismdc1sp02a,Ethernet19/1,l3leaf,DC1-CL17,Ethernet50/1,True
spine,ismdc1sp02a,Ethernet20/1,l3leaf,DC1-CL18,Ethernet50/1,True
spine,ismdc1sp02a,Ethernet21/1,l3leaf,DC1-CL19,Ethernet50/1,True
spine,ismdc1sp02a,Ethernet22/1,l3leaf,DC1-CL20,Ethernet50/1,True
spine,ismdc1sp03a,Ethernet1/1,l3leaf,ismdc1bl01a,Ethernet27/1,True
spine,ismdc1sp03a,Ethernet2/1,l3leaf,ismdc1bl02a,Ethernet27/1,True
spine,ismdc1sp03a,Ethernet3/1,l3leaf,DC1-CL1,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet4/1,l3leaf,DC1-CL2,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet5/1,l3leaf,DC1-CL3,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet6/1,l3leaf,DC1-CL4,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet7/1,l3leaf,DC1-CL5,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet8/1,l3leaf,DC1-CL6,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet9/1,l3leaf,DC1-CL7,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet10/1,l3leaf,DC1-CL8,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet11/1,l3leaf,DC1-CL9,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet12/1,l3leaf,DC1-CL10,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet13/1,l3leaf,DC1-CL11,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet14/1,l3leaf,DC1-CL12,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet15/1,l3leaf,DC1-CL13,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet16/1,l3leaf,DC1-CL14,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet17/1,l3leaf,DC1-CL15,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet18/1,l3leaf,DC1-CL16,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet19/1,l3leaf,DC1-CL17,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet20/1,l3leaf,DC1-CL18,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet21/1,l3leaf,DC1-CL19,Ethernet51/1,True
spine,ismdc1sp03a,Ethernet22/1,l3leaf,DC1-CL20,Ethernet51/1,True
spine,ismdc2sp01a,Ethernet1/1,l3leaf,ismdc2bl01a,Ethernet25/1,True
spine,ismdc2sp01a,Ethernet2/1,l3leaf,ismdc2bl02a,Ethernet25/1,True
spine,ismdc2sp01a,Ethernet3/1,l3leaf,hsmdc2f401a,Ethernet49/1,True
spine,ismdc2sp01a,Ethernet4/1,l3leaf,hsmdc2f402a,Ethernet49/1,True
spine,ismdc2sp01a,Ethernet5/1,l3leaf,hsmdc2f501a,Ethernet49/1,True
spine,ismdc2sp01a,Ethernet6/1,l3leaf,hsmdc2f502a,Ethernet49/1,True
spine,ismdc2sp01a,Ethernet7/1,l3leaf,hsmdc2f601a,Ethernet49/1,True
spine,ismdc2sp01a,Ethernet8/1,l3leaf,hsmdc2f602a,Ethernet49/1,True
spine,ismdc2sp01a,Ethernet9/1,l3leaf,hsmdc2g401a,Ethernet49/1,True
spine,ismdc2sp01a,Ethernet10/1,l3leaf,hsmdc2g402a,Ethernet49/1,True
spine,ismdc2sp01a,Ethernet11/1,l3leaf,hsmdc2g601a,Ethernet49/1,True
spine,ismdc2sp01a,Ethernet12/1,l3leaf,hsmdc2g602a,Ethernet49/1,True
spine,ismdc2sp01a,Ethernet13/1,l3leaf,hsmdc2g701a,Ethernet49/1,True
spine,ismdc2sp01a,Ethernet14/1,l3leaf,hsmdc2g702a,Ethernet49/1,True
spine,ismdc2sp01a,Ethernet15/1,l3leaf,hsmdc2g801a,Ethernet49/1,True
spine,ismdc2sp01a,Ethernet16/1,l3leaf,hsmdc2g802a,Ethernet49/1,True
spine,ismdc2sp01a,Ethernet17/1,l3leaf,hsmdc2g901a,Ethernet49/1,True
spine,ismdc2sp01a,Ethernet18/1,l3leaf,hsmdc2g902a,Ethernet49/1,True
spine,ismdc2sp01a,Ethernet19/1,l3leaf,hsmdc2g1001a,Ethernet49/1,True
spine,ismdc2sp01a,Ethernet20/1,l3leaf,hsmdc2g1002a,Ethernet49/1,True
spine,ismdc2sp02a,Ethernet1/1,l3leaf,ismdc2bl01a,Ethernet26/1,True
spine,ismdc2sp02a,Ethernet2/1,l3leaf,ismdc2bl02a,Ethernet26/1,True
spine,ismdc2sp02a,Ethernet3/1,l3leaf,hsmdc2f401a,Ethernet50/1,True
spine,ismdc2sp02a,Ethernet4/1,l3leaf,hsmdc2f402a,Ethernet50/1,True
spine,ismdc2sp02a,Ethernet5/1,l3leaf,hsmdc2f501a,Ethernet50/1,True
spine,ismdc2sp02a,Ethernet6/1,l3leaf,hsmdc2f502a,Ethernet50/1,True
spine,ismdc2sp02a,Ethernet7/1,l3leaf,hsmdc2f601a,Ethernet50/1,True
spine,ismdc2sp02a,Ethernet8/1,l3leaf,hsmdc2f602a,Ethernet50/1,True
spine,ismdc2sp02a,Ethernet9/1,l3leaf,hsmdc2g401a,Ethernet50/1,True
spine,ismdc2sp02a,Ethernet10/1,l3leaf,hsmdc2g402a,Ethernet50/1,True
spine,ismdc2sp02a,Ethernet11/1,l3leaf,hsmdc2g601a,Ethernet50/1,True
spine,ismdc2sp02a,Ethernet12/1,l3leaf,hsmdc2g602a,Ethernet50/1,True
spine,ismdc2sp02a,Ethernet13/1,l3leaf,hsmdc2g701a,Ethernet50/1,True
spine,ismdc2sp02a,Ethernet14/1,l3leaf,hsmdc2g702a,Ethernet50/1,True
spine,ismdc2sp02a,Ethernet15/1,l3leaf,hsmdc2g801a,Ethernet50/1,True
spine,ismdc2sp02a,Ethernet16/1,l3leaf,hsmdc2g802a,Ethernet50/1,True
spine,ismdc2sp02a,Ethernet17/1,l3leaf,hsmdc2g901a,Ethernet50/1,True
spine,ismdc2sp02a,Ethernet18/1,l3leaf,hsmdc2g902a,Ethernet50/1,True
spine,ismdc2sp02a,Ethernet19/1,l3leaf,hsmdc2g1001a,Ethernet50/1,True
spine,ismdc2sp02a,Ethernet20/1,l3leaf,hsmdc2g1002a,Ethernet50/1,True
spine,ismdc2sp03a,Ethernet1/1,l3leaf,ismdc2bl01a,Ethernet27/1,True
spine,ismdc2sp03a,Ethernet2/1,l3leaf,ismdc2bl02a,Ethernet27/1,True
spine,ismdc2sp03a,Ethernet3/1,l3leaf,hsmdc2f401a,Ethernet51/1,True
spine,ismdc2sp03a,Ethernet4/1,l3leaf,hsmdc2f402a,Ethernet51/1,True
spine,ismdc2sp03a,Ethernet5/1,l3leaf,hsmdc2f501a,Ethernet51/1,True
spine,ismdc2sp03a,Ethernet6/1,l3leaf,hsmdc2f502a,Ethernet51/1,True
spine,ismdc2sp03a,Ethernet7/1,l3leaf,hsmdc2f601a,Ethernet51/1,True
spine,ismdc2sp03a,Ethernet8/1,l3leaf,hsmdc2f602a,Ethernet51/1,True
spine,ismdc2sp03a,Ethernet9/1,l3leaf,hsmdc2g401a,Ethernet51/1,True
spine,ismdc2sp03a,Ethernet10/1,l3leaf,hsmdc2g402a,Ethernet51/1,True
spine,ismdc2sp03a,Ethernet11/1,l3leaf,hsmdc2g601a,Ethernet51/1,True
spine,ismdc2sp03a,Ethernet12/1,l3leaf,hsmdc2g602a,Ethernet51/1,True
spine,ismdc2sp03a,Ethernet13/1,l3leaf,hsmdc2g701a,Ethernet51/1,True
spine,ismdc2sp03a,Ethernet14/1,l3leaf,hsmdc2g702a,Ethernet51/1,True
spine,ismdc2sp03a,Ethernet15/1,l3leaf,hsmdc2g801a,Ethernet51/1,True
spine,ismdc2sp03a,Ethernet16/1,l3leaf,hsmdc2g802a,Ethernet51/1,True
spine,ismdc2sp03a,Ethernet17/1,l3leaf,hsmdc2g901a,Ethernet51/1,True
spine,ismdc2sp03a,Ethernet18/1,l3leaf,hsmdc2g902a,Ethernet51/1,True
spine,ismdc2sp03a,Ethernet19/1,l3leaf,hsmdc2g1001a,Ethernet51/1,True
spine,ismdc2sp03a,Ethernet20/1,l3leaf,hsmdc2g1002a,Ethernet51/1,True
